in_deg_centrality,[1. 5. 3.]
53,"[0.261, 0.404, 0.202, 0.464, 0.261, 0.435, 0.296, 0.342, 0.314, 0.296]"
54,"[0.259, 0.446, 0.257, 0.37, 0.335, 0.358, 0.295, 0.382, 0.313, 0.279]"
55,"[0.261, 0.407, 0.226, 0.433, 0.285, 0.474, 0.296, 0.351, 0.314, 0.291]"
56,"[0.261, 0.417, 0.237, 0.329, 0.337, 0.312, 0.293, 0.358, 0.314, 0.263]"
57,"[0.262, 0.347, 0.212, 0.404, 0.262, 0.435, 0.3, 0.355, 0.313, 0.296]"
58,"[0.261, 0.392, 0.209, 0.38, 0.334, 0.354, 0.294, 0.354, 0.314, 0.24]"
59,"[0.257, 0.308, 0.211, 0.412, 0.236, 0.461, 0.297, 0.367, 0.314, 0.291]"
60,"[0.255, 0.425, 0.22, 0.381, 0.333, 0.347, 0.297, 0.35, 0.314, 0.296]"
61,"[0.263, 0.4, 0.22, 0.428, 0.244, 0.481, 0.296, 0.371, 0.315, 0.304]"
62,"[0.26, 0.429, 0.217, 0.37, 0.308, 0.364, 0.29, 0.349, 0.314, 0.279]"
63,"[0.257, 0.364, 0.233, 0.429, 0.248, 0.46, 0.295, 0.339, 0.315, 0.298]"
64,"[0.261, 0.43, 0.221, 0.357, 0.366, 0.367, 0.288, 0.336, 0.312, 0.274]"
65,"[0.26, 0.434, 0.218, 0.428, 0.254, 0.469, 0.29, 0.334, 0.315, 0.298]"
66,"[0.261, 0.433, 0.207, 0.372, 0.375, 0.347, 0.297, 0.352, 0.315, 0.289]"
67,"[0.262, 0.301, 0.216, 0.427, 0.255, 0.434, 0.295, 0.352, 0.315, 0.295]"
68,"[0.26, 0.384, 0.221, 0.368, 0.341, 0.353, 0.291, 0.345, 0.312, 0.255]"
69,"[0.26, 0.3, 0.223, 0.39, 0.26, 0.392, 0.294, 0.355, 0.315, 0.304]"
70,"[0.263, 0.351, 0.217, 0.308, 0.316, 0.362, 0.295, 0.34, 0.315, 0.267]"
71,"[0.265, 0.279, 0.215, 0.382, 0.261, 0.379, 0.294, 0.392, 0.313, 0.295]"
72,"[0.261, 0.388, 0.214, 0.333, 0.3, 0.366, 0.29, 0.368, 0.315, 0.281]"
73,"[0.263, 0.431, 0.22, 0.378, 0.264, 0.427, 0.294, 0.341, 0.312, 0.3]"
74,"[0.263, 0.406, 0.25, 0.363, 0.353, 0.333, 0.293, 0.341, 0.314, 0.228]"
75,"[0.262, 0.388, 0.23, 0.429, 0.299, 0.41, 0.298, 0.361, 0.311, 0.302]"
76,"[0.262, 0.424, 0.207, 0.359, 0.352, 0.353, 0.291, 0.361, 0.315, 0.248]"
77,"[0.262, 0.393, 0.239, 0.406, 0.259, 0.433, 0.29, 0.351, 0.314, 0.28]"
78,"[0.264, 0.398, 0.225, 0.36, 0.271, 0.361, 0.294, 0.339, 0.313, 0.29]"
79,"[0.264, 0.361, 0.216, 0.401, 0.26, 0.463, 0.296, 0.346, 0.311, 0.283]"
80,"[0.264, 0.387, 0.239, 0.357, 0.363, 0.359, 0.292, 0.353, 0.315, 0.235]"
81,"[0.262, 0.448, 0.235, 0.387, 0.247, 0.459, 0.295, 0.351, 0.315, 0.294]"
82,"[0.261, 0.402, 0.233, 0.35, 0.338, 0.346, 0.294, 0.338, 0.314, 0.29]"
83,"[0.264, 0.424, 0.211, 0.389, 0.276, 0.451, 0.294, 0.348, 0.315, 0.288]"
84,"[0.263, 0.392, 0.243, 0.379, 0.339, 0.383, 0.296, 0.337, 0.314, 0.287]"
85,"[0.264, 0.416, 0.206, 0.403, 0.258, 0.458, 0.293, 0.385, 0.313, 0.29]"
86,"[0.263, 0.37, 0.246, 0.331, 0.353, 0.372, 0.294, 0.382, 0.315, 0.292]"
87,"[0.254, 0.375, 0.228, 0.372, 0.299, 0.362, 0.292, 0.354, 0.313, 0.271]"
88,"[0.262, 0.414, 0.221, 0.306, 0.353, 0.391, 0.293, 0.357, 0.315, 0.264]"
89,"[0.263, 0.422, 0.242, 0.38, 0.258, 0.449, 0.293, 0.33, 0.315, 0.298]"
90,"[0.262, 0.378, 0.256, 0.31, 0.395, 0.353, 0.291, 0.366, 0.314, 0.276]"
91,"[0.265, 0.391, 0.245, 0.382, 0.25, 0.391, 0.294, 0.344, 0.315, 0.299]"
92,"[0.266, 0.405, 0.228, 0.297, 0.305, 0.355, 0.295, 0.334, 0.313, 0.241]"
93,"[0.262, 0.42, 0.251, 0.361, 0.265, 0.33, 0.292, 0.347, 0.314, 0.29]"
94,"[0.265, 0.353, 0.253, 0.272, 0.343, 0.359, 0.293, 0.355, 0.314, 0.29]"
95,"[0.263, 0.33, 0.248, 0.355, 0.265, 0.341, 0.294, 0.357, 0.314, 0.303]"
96,"[0.255, 0.345, 0.247, 0.264, 0.284, 0.351, 0.293, 0.338, 0.314, 0.288]"
97,"[0.263, 0.336, 0.248, 0.301, 0.266, 0.325, 0.292, 0.386, 0.313, 0.312]"
98,"[0.264, 0.297, 0.228, 0.304, 0.268, 0.317, 0.293, 0.334, 0.314, 0.278]"
99,"[0.265, 0.383, 0.229, 0.344, 0.27, 0.328, 0.308, 0.389, 0.315, 0.303]"
betweeness_centrality,[3. 1. 5.]
0,"[0.249, 0.291, 0.211, 0.277, 0.227, 0.226, 0.284, 0.282, 0.264, 0.284]"
1,"[0.248, 0.293, 0.203, 0.275, 0.215, 0.231, 0.286, 0.294, 0.304, 0.285]"
2,"[0.247, 0.295, 0.203, 0.269, 0.23, 0.201, 0.282, 0.296, 0.262, 0.284]"
3,"[0.246, 0.294, 0.202, 0.277, 0.218, 0.218, 0.285, 0.302, 0.302, 0.275]"
4,"[0.248, 0.295, 0.205, 0.272, 0.209, 0.205, 0.278, 0.303, 0.307, 0.281]"
5,"[0.248, 0.295, 0.221, 0.274, 0.229, 0.219, 0.291, 0.302, 0.307, 0.29]"
6,"[0.25, 0.295, 0.203, 0.272, 0.258, 0.244, 0.289, 0.306, 0.302, 0.292]"
7,"[0.251, 0.295, 0.205, 0.272, 0.215, 0.3, 0.288, 0.306, 0.305, 0.294]"
8,"[0.25, 0.295, 0.204, 0.273, 0.241, 0.304, 0.282, 0.305, 0.307, 0.287]"
9,"[0.251, 0.297, 0.203, 0.277, 0.251, 0.326, 0.287, 0.309, 0.31, 0.297]"
10,"[0.254, 0.338, 0.204, 0.274, 0.307, 0.328, 0.293, 0.312, 0.311, 0.289]"
11,"[0.249, 0.328, 0.203, 0.273, 0.256, 0.331, 0.285, 0.311, 0.31, 0.294]"
12,"[0.251, 0.384, 0.203, 0.277, 0.293, 0.327, 0.295, 0.33, 0.311, 0.287]"
13,"[0.253, 0.381, 0.206, 0.273, 0.251, 0.35, 0.292, 0.313, 0.311, 0.298]"
14,"[0.257, 0.384, 0.204, 0.277, 0.293, 0.357, 0.295, 0.337, 0.311, 0.292]"
15,"[0.251, 0.372, 0.224, 0.277, 0.258, 0.372, 0.294, 0.315, 0.312, 0.294]"
16,"[0.252, 0.399, 0.207, 0.276, 0.301, 0.359, 0.295, 0.35, 0.312, 0.283]"
17,"[0.252, 0.393, 0.217, 0.278, 0.246, 0.365, 0.295, 0.338, 0.312, 0.294]"
18,"[0.253, 0.387, 0.204, 0.277, 0.291, 0.356, 0.301, 0.348, 0.312, 0.291]"
19,"[0.253, 0.39, 0.227, 0.279, 0.252, 0.372, 0.296, 0.355, 0.312, 0.29]"
20,"[0.252, 0.395, 0.208, 0.276, 0.352, 0.373, 0.303, 0.353, 0.312, 0.282]"
21,"[0.253, 0.396, 0.234, 0.277, 0.225, 0.388, 0.3, 0.352, 0.311, 0.29]"
22,"[0.253, 0.4, 0.206, 0.274, 0.268, 0.369, 0.295, 0.351, 0.312, 0.29]"
23,"[0.252, 0.373, 0.212, 0.277, 0.242, 0.4, 0.294, 0.361, 0.312, 0.295]"
24,"[0.262, 0.413, 0.21, 0.276, 0.327, 0.387, 0.302, 0.36, 0.312, 0.293]"
25,"[0.255, 0.163, 0.217, 0.212, 0.235, 0.197, 0.297, 0.345, 0.312, 0.294]"
26,"[0.261, 0.3, 0.207, 0.257, 0.258, 0.139, 0.295, 0.341, 0.312, 0.292]"
27,"[0.254, 0.308, 0.203, 0.356, 0.269, 0.166, 0.296, 0.343, 0.311, 0.279]"
28,"[0.258, 0.282, 0.204, 0.33, 0.413, 0.245, 0.296, 0.337, 0.312, 0.293]"
29,"[0.253, 0.269, 0.204, 0.354, 0.264, 0.261, 0.3, 0.341, 0.312, 0.263]"
30,"[0.258, 0.219, 0.205, 0.377, 0.396, 0.266, 0.294, 0.348, 0.312, 0.298]"
31,"[0.254, 0.28, 0.204, 0.356, 0.254, 0.288, 0.296, 0.348, 0.312, 0.29]"
32,"[0.252, 0.292, 0.21, 0.381, 0.428, 0.294, 0.289, 0.361, 0.312, 0.279]"
33,"[0.253, 0.327, 0.203, 0.374, 0.261, 0.347, 0.303, 0.342, 0.312, 0.286]"
34,"[0.254, 0.298, 0.217, 0.385, 0.372, 0.317, 0.289, 0.352, 0.311, 0.284]"
35,"[0.255, 0.343, 0.207, 0.351, 0.302, 0.4, 0.292, 0.351, 0.312, 0.293]"
36,"[0.254, 0.379, 0.248, 0.379, 0.392, 0.308, 0.293, 0.358, 0.312, 0.281]"
37,"[0.255, 0.405, 0.229, 0.348, 0.274, 0.364, 0.293, 0.343, 0.312, 0.29]"
38,"[0.257, 0.426, 0.222, 0.35, 0.407, 0.324, 0.297, 0.361, 0.311, 0.294]"
39,"[0.259, 0.434, 0.229, 0.372, 0.261, 0.396, 0.291, 0.358, 0.312, 0.285]"
40,"[0.256, 0.389, 0.228, 0.381, 0.306, 0.326, 0.29, 0.353, 0.312, 0.295]"
41,"[0.254, 0.434, 0.236, 0.377, 0.264, 0.424, 0.291, 0.343, 0.312, 0.292]"
42,"[0.256, 0.433, 0.244, 0.381, 0.339, 0.334, 0.289, 0.358, 0.312, 0.293]"
43,"[0.256, 0.398, 0.256, 0.392, 0.252, 0.443, 0.293, 0.341, 0.312, 0.293]"
44,"[0.26, 0.408, 0.217, 0.396, 0.333, 0.376, 0.294, 0.356, 0.312, 0.29]"
45,"[0.264, 0.48, 0.224, 0.381, 0.261, 0.429, 0.294, 0.337, 0.312, 0.297]"
46,"[0.259, 0.405, 0.239, 0.373, 0.4, 0.367, 0.291, 0.355, 0.312, 0.276]"
47,"[0.259, 0.511, 0.251, 0.38, 0.257, 0.407, 0.293, 0.352, 0.312, 0.294]"
48,"[0.249, 0.436, 0.23, 0.385, 0.322, 0.388, 0.296, 0.353, 0.313, 0.276]"
49,"[0.258, 0.468, 0.235, 0.381, 0.254, 0.446, 0.297, 0.357, 0.313, 0.282]"
50,"[0.261, 0.363, 0.229, 0.408, 0.292, 0.399, 0.291, 0.354, 0.312, 0.29]"
51,"[0.263, 0.452, 0.234, 0.396, 0.221, 0.397, 0.289, 0.349, 0.313, 0.283]"
52,"[0.256, 0.404, 0.257, 0.404, 0.352, 0.369, 0.293, 0.351, 0.312, 0.294]"
53,"[0.26, 0.498, 0.233, 0.399, 0.238, 0.434, 0.294, 0.355, 0.312, 0.296]"
54,"[0.257, 0.451, 0.258, 0.408, 0.346, 0.415, 0.296, 0.344, 0.312, 0.271]"
55,"[0.261, 0.487, 0.221, 0.383, 0.266, 0.414, 0.274, 0.351, 0.312, 0.296]"
56,"[0.261, 0.404, 0.23, 0.414, 0.316, 0.41, 0.292, 0.348, 0.312, 0.291]"
57,"[0.257, 0.479, 0.248, 0.397, 0.258, 0.449, 0.289, 0.353, 0.311, 0.292]"
58,"[0.261, 0.444, 0.219, 0.436, 0.324, 0.411, 0.287, 0.347, 0.313, 0.224]"
59,"[0.262, 0.438, 0.268, 0.384, 0.267, 0.44, 0.291, 0.391, 0.313, 0.293]"
60,"[0.261, 0.356, 0.22, 0.415, 0.398, 0.384, 0.302, 0.341, 0.31, 0.28]"
61,"[0.263, 0.411, 0.22, 0.387, 0.262, 0.427, 0.291, 0.347, 0.311, 0.287]"
62,"[0.261, 0.35, 0.22, 0.417, 0.404, 0.391, 0.293, 0.379, 0.312, 0.186]"
63,"[0.258, 0.471, 0.223, 0.404, 0.254, 0.467, 0.291, 0.335, 0.312, 0.297]"
64,"[0.262, 0.41, 0.222, 0.464, 0.359, 0.392, 0.291, 0.408, 0.313, 0.22]"
65,"[0.259, 0.443, 0.222, 0.398, 0.253, 0.431, 0.293, 0.4, 0.31, 0.232]"
66,"[0.255, 0.427, 0.25, 0.42, 0.329, 0.383, 0.29, 0.412, 0.313, 0.275]"
67,"[0.258, 0.431, 0.212, 0.38, 0.241, 0.435, 0.29, 0.384, 0.312, 0.288]"
68,"[0.263, 0.321, 0.242, 0.441, 0.318, 0.382, 0.294, 0.336, 0.313, 0.236]"
69,"[0.262, 0.423, 0.223, 0.382, 0.243, 0.437, 0.292, 0.37, 0.312, 0.262]"
70,"[0.259, 0.357, 0.214, 0.426, 0.409, 0.416, 0.291, 0.339, 0.313, 0.279]"
71,"[0.262, 0.453, 0.226, 0.39, 0.266, 0.404, 0.288, 0.349, 0.315, 0.296]"
72,"[0.261, 0.353, 0.227, 0.431, 0.385, 0.413, 0.286, 0.356, 0.312, 0.204]"
73,"[0.261, 0.443, 0.225, 0.38, 0.265, 0.452, 0.288, 0.335, 0.314, 0.257]"
74,"[0.262, 0.427, 0.228, 0.428, 0.378, 0.396, 0.292, 0.348, 0.314, 0.254]"
75,"[0.257, 0.43, 0.221, 0.369, 0.246, 0.468, 0.293, 0.346, 0.313, 0.26]"
76,"[0.263, 0.4, 0.226, 0.439, 0.328, 0.411, 0.289, 0.347, 0.311, 0.237]"
77,"[0.259, 0.473, 0.236, 0.322, 0.258, 0.426, 0.296, 0.392, 0.314, 0.268]"
78,"[0.261, 0.391, 0.232, 0.404, 0.419, 0.404, 0.29, 0.373, 0.314, 0.235]"
79,"[0.263, 0.414, 0.226, 0.391, 0.256, 0.496, 0.295, 0.352, 0.314, 0.243]"
80,"[0.258, 0.437, 0.223, 0.429, 0.381, 0.409, 0.292, 0.382, 0.311, 0.206]"
81,"[0.257, 0.429, 0.214, 0.356, 0.261, 0.432, 0.293, 0.357, 0.312, 0.278]"
82,"[0.262, 0.318, 0.212, 0.381, 0.366, 0.414, 0.291, 0.356, 0.313, 0.23]"
83,"[0.264, 0.418, 0.22, 0.351, 0.255, 0.471, 0.294, 0.359, 0.312, 0.282]"
84,"[0.262, 0.42, 0.207, 0.424, 0.329, 0.399, 0.291, 0.387, 0.314, 0.2]"
85,"[0.262, 0.349, 0.239, 0.357, 0.261, 0.47, 0.291, 0.341, 0.313, 0.274]"
86,"[0.259, 0.343, 0.226, 0.455, 0.393, 0.412, 0.289, 0.366, 0.311, 0.219]"
87,"[0.264, 0.343, 0.221, 0.35, 0.269, 0.457, 0.294, 0.35, 0.314, 0.292]"
88,"[0.255, 0.405, 0.211, 0.433, 0.4, 0.394, 0.288, 0.342, 0.311, 0.202]"
89,"[0.265, 0.44, 0.211, 0.363, 0.252, 0.504, 0.29, 0.347, 0.313, 0.252]"
90,"[0.262, 0.433, 0.246, 0.423, 0.39, 0.395, 0.297, 0.383, 0.312, 0.172]"
91,"[0.26, 0.398, 0.23, 0.34, 0.265, 0.453, 0.281, 0.402, 0.315, 0.296]"
92,"[0.26, 0.396, 0.223, 0.465, 0.325, 0.404, 0.288, 0.383, 0.313, 0.2]"
93,"[0.263, 0.373, 0.242, 0.293, 0.268, 0.433, 0.289, 0.353, 0.314, 0.285]"
94,"[0.253, 0.335, 0.214, 0.394, 0.393, 0.356, 0.29, 0.39, 0.315, 0.257]"
95,"[0.261, 0.429, 0.219, 0.275, 0.254, 0.441, 0.294, 0.311, 0.313, 0.296]"
96,"[0.26, 0.401, 0.246, 0.406, 0.391, 0.317, 0.289, 0.371, 0.315, 0.295]"
97,"[0.262, 0.39, 0.246, 0.303, 0.25, 0.469, 0.291, 0.353, 0.315, 0.292]"
98,"[0.259, 0.396, 0.255, 0.416, 0.378, 0.385, 0.293, 0.358, 0.314, 0.231]"
99,"[0.264, 0.403, 0.239, 0.329, 0.256, 0.477, 0.29, 0.343, 0.312, 0.28]"
eigenvector_centrality,[1. 5. 3.]
0,"[0.251, 0.291, 0.217, 0.272, 0.192, 0.214, 0.287, 0.284, 0.225, 0.287]"
1,"[0.246, 0.295, 0.203, 0.271, 0.204, 0.234, 0.289, 0.29, 0.305, 0.293]"
2,"[0.246, 0.293, 0.203, 0.272, 0.212, 0.225, 0.287, 0.299, 0.305, 0.292]"
3,"[0.249, 0.295, 0.203, 0.271, 0.251, 0.236, 0.289, 0.303, 0.31, 0.284]"
4,"[0.248, 0.294, 0.203, 0.272, 0.214, 0.231, 0.289, 0.303, 0.309, 0.292]"
5,"[0.249, 0.295, 0.205, 0.273, 0.213, 0.247, 0.28, 0.306, 0.308, 0.294]"
6,"[0.25, 0.294, 0.203, 0.273, 0.237, 0.26, 0.283, 0.306, 0.31, 0.294]"
7,"[0.251, 0.295, 0.203, 0.273, 0.258, 0.296, 0.285, 0.308, 0.31, 0.295]"
8,"[0.251, 0.3, 0.205, 0.275, 0.258, 0.313, 0.282, 0.308, 0.31, 0.289]"
9,"[0.25, 0.32, 0.205, 0.275, 0.26, 0.319, 0.288, 0.31, 0.309, 0.297]"
10,"[0.251, 0.342, 0.202, 0.276, 0.283, 0.315, 0.29, 0.314, 0.311, 0.293]"
11,"[0.25, 0.325, 0.209, 0.277, 0.24, 0.317, 0.294, 0.328, 0.311, 0.288]"
12,"[0.25, 0.378, 0.205, 0.277, 0.301, 0.343, 0.291, 0.327, 0.311, 0.283]"
13,"[0.249, 0.321, 0.205, 0.276, 0.235, 0.358, 0.29, 0.318, 0.311, 0.288]"
14,"[0.259, 0.391, 0.205, 0.277, 0.314, 0.353, 0.293, 0.349, 0.31, 0.29]"
15,"[0.261, 0.356, 0.204, 0.277, 0.252, 0.345, 0.293, 0.339, 0.31, 0.294]"
16,"[0.252, 0.387, 0.204, 0.277, 0.318, 0.36, 0.294, 0.34, 0.311, 0.293]"
17,"[0.252, 0.377, 0.221, 0.279, 0.233, 0.348, 0.3, 0.363, 0.311, 0.301]"
18,"[0.259, 0.394, 0.205, 0.277, 0.337, 0.368, 0.293, 0.343, 0.312, 0.298]"
19,"[0.254, 0.379, 0.232, 0.276, 0.258, 0.351, 0.296, 0.341, 0.311, 0.293]"
20,"[0.254, 0.404, 0.212, 0.275, 0.286, 0.376, 0.297, 0.343, 0.312, 0.288]"
21,"[0.252, 0.394, 0.23, 0.287, 0.253, 0.398, 0.302, 0.368, 0.311, 0.291]"
22,"[0.255, 0.416, 0.21, 0.276, 0.452, 0.37, 0.293, 0.363, 0.312, 0.295]"
23,"[0.252, 0.378, 0.213, 0.28, 0.25, 0.398, 0.303, 0.35, 0.312, 0.29]"
24,"[0.254, 0.384, 0.207, 0.276, 0.385, 0.368, 0.301, 0.354, 0.312, 0.294]"
25,"[0.254, 0.166, 0.206, 0.225, 0.248, 0.194, 0.303, 0.353, 0.313, 0.297]"
26,"[0.251, 0.264, 0.245, 0.253, 0.262, 0.119, 0.295, 0.332, 0.312, 0.28]"
27,"[0.251, 0.266, 0.204, 0.356, 0.272, 0.12, 0.295, 0.336, 0.312, 0.289]"
28,"[0.261, 0.314, 0.205, 0.359, 0.437, 0.209, 0.288, 0.35, 0.311, 0.289]"
29,"[0.257, 0.315, 0.216, 0.361, 0.244, 0.128, 0.295, 0.352, 0.313, 0.298]"
30,"[0.253, 0.337, 0.206, 0.404, 0.428, 0.242, 0.297, 0.344, 0.312, 0.288]"
31,"[0.255, 0.344, 0.205, 0.381, 0.265, 0.255, 0.296, 0.346, 0.311, 0.29]"
32,"[0.257, 0.318, 0.22, 0.414, 0.412, 0.261, 0.296, 0.332, 0.312, 0.27]"
33,"[0.261, 0.337, 0.225, 0.349, 0.251, 0.325, 0.303, 0.347, 0.312, 0.287]"
34,"[0.255, 0.317, 0.226, 0.402, 0.371, 0.272, 0.294, 0.35, 0.312, 0.294]"
35,"[0.257, 0.341, 0.234, 0.327, 0.224, 0.284, 0.294, 0.341, 0.312, 0.294]"
36,"[0.254, 0.328, 0.228, 0.366, 0.407, 0.266, 0.292, 0.345, 0.312, 0.294]"
37,"[0.255, 0.322, 0.254, 0.314, 0.262, 0.3, 0.292, 0.346, 0.312, 0.246]"
38,"[0.257, 0.329, 0.239, 0.451, 0.353, 0.343, 0.295, 0.338, 0.312, 0.294]"
39,"[0.253, 0.357, 0.23, 0.318, 0.259, 0.35, 0.295, 0.341, 0.312, 0.279]"
40,"[0.256, 0.308, 0.251, 0.44, 0.385, 0.287, 0.289, 0.364, 0.312, 0.286]"
41,"[0.259, 0.352, 0.214, 0.3, 0.234, 0.346, 0.298, 0.346, 0.313, 0.287]"
42,"[0.259, 0.303, 0.233, 0.408, 0.354, 0.31, 0.293, 0.341, 0.312, 0.281]"
43,"[0.256, 0.38, 0.259, 0.331, 0.299, 0.369, 0.3, 0.342, 0.312, 0.295]"
44,"[0.261, 0.374, 0.222, 0.34, 0.421, 0.344, 0.292, 0.353, 0.312, 0.273]"
45,"[0.26, 0.394, 0.241, 0.38, 0.252, 0.408, 0.299, 0.352, 0.312, 0.28]"
46,"[0.258, 0.334, 0.268, 0.429, 0.401, 0.356, 0.294, 0.345, 0.314, 0.266]"
47,"[0.258, 0.328, 0.244, 0.364, 0.261, 0.373, 0.291, 0.34, 0.312, 0.267]"
48,"[0.258, 0.326, 0.23, 0.372, 0.398, 0.24, 0.292, 0.352, 0.312, 0.295]"
49,"[0.26, 0.37, 0.255, 0.352, 0.261, 0.434, 0.295, 0.36, 0.312, 0.281]"
50,"[0.261, 0.372, 0.231, 0.407, 0.419, 0.31, 0.292, 0.359, 0.313, 0.289]"
51,"[0.256, 0.415, 0.26, 0.384, 0.268, 0.351, 0.295, 0.366, 0.312, 0.285]"
52,"[0.261, 0.38, 0.224, 0.422, 0.44, 0.263, 0.295, 0.349, 0.312, 0.282]"
53,"[0.26, 0.429, 0.238, 0.362, 0.268, 0.369, 0.296, 0.348, 0.312, 0.293]"
54,"[0.261, 0.383, 0.243, 0.374, 0.406, 0.334, 0.301, 0.361, 0.312, 0.289]"
55,"[0.259, 0.404, 0.262, 0.359, 0.261, 0.365, 0.291, 0.357, 0.313, 0.278]"
56,"[0.262, 0.378, 0.24, 0.39, 0.429, 0.374, 0.294, 0.368, 0.312, 0.288]"
57,"[0.26, 0.417, 0.228, 0.383, 0.414, 0.387, 0.294, 0.351, 0.315, 0.289]"
58,"[0.255, 0.376, 0.238, 0.359, 0.406, 0.364, 0.297, 0.386, 0.313, 0.293]"
59,"[0.264, 0.438, 0.235, 0.385, 0.247, 0.414, 0.289, 0.387, 0.312, 0.28]"
60,"[0.253, 0.368, 0.227, 0.441, 0.36, 0.358, 0.296, 0.352, 0.312, 0.273]"
61,"[0.26, 0.459, 0.245, 0.387, 0.294, 0.388, 0.292, 0.342, 0.312, 0.284]"
62,"[0.257, 0.371, 0.258, 0.429, 0.434, 0.386, 0.295, 0.371, 0.312, 0.296]"
63,"[0.262, 0.428, 0.252, 0.39, 0.246, 0.442, 0.296, 0.35, 0.312, 0.297]"
64,"[0.26, 0.403, 0.252, 0.429, 0.4, 0.384, 0.292, 0.346, 0.313, 0.28]"
65,"[0.261, 0.44, 0.235, 0.385, 0.278, 0.413, 0.29, 0.357, 0.314, 0.282]"
66,"[0.261, 0.389, 0.255, 0.433, 0.407, 0.415, 0.292, 0.381, 0.313, 0.233]"
67,"[0.263, 0.435, 0.254, 0.378, 0.269, 0.399, 0.29, 0.363, 0.314, 0.298]"
68,"[0.263, 0.391, 0.236, 0.432, 0.416, 0.382, 0.292, 0.36, 0.312, 0.259]"
69,"[0.262, 0.441, 0.248, 0.376, 0.261, 0.435, 0.273, 0.378, 0.314, 0.279]"
70,"[0.259, 0.414, 0.277, 0.447, 0.461, 0.404, 0.296, 0.346, 0.312, 0.292]"
71,"[0.258, 0.407, 0.235, 0.313, 0.294, 0.373, 0.292, 0.354, 0.312, 0.273]"
72,"[0.262, 0.382, 0.278, 0.4, 0.418, 0.315, 0.293, 0.376, 0.312, 0.276]"
73,"[0.263, 0.426, 0.253, 0.308, 0.385, 0.411, 0.283, 0.371, 0.313, 0.291]"
74,"[0.252, 0.329, 0.261, 0.404, 0.448, 0.401, 0.294, 0.373, 0.313, 0.279]"
75,"[0.262, 0.397, 0.219, 0.285, 0.267, 0.426, 0.295, 0.397, 0.312, 0.271]"
76,"[0.262, 0.401, 0.224, 0.408, 0.407, 0.385, 0.288, 0.341, 0.311, 0.284]"
77,"[0.26, 0.442, 0.275, 0.312, 0.273, 0.449, 0.292, 0.362, 0.313, 0.281]"
78,"[0.259, 0.346, 0.249, 0.404, 0.455, 0.413, 0.297, 0.349, 0.313, 0.29]"
79,"[0.261, 0.445, 0.242, 0.312, 0.261, 0.464, 0.279, 0.349, 0.313, 0.294]"
80,"[0.258, 0.396, 0.249, 0.399, 0.414, 0.411, 0.295, 0.384, 0.314, 0.286]"
81,"[0.263, 0.434, 0.279, 0.312, 0.268, 0.493, 0.296, 0.383, 0.311, 0.278]"
82,"[0.261, 0.421, 0.269, 0.392, 0.322, 0.425, 0.292, 0.357, 0.312, 0.281]"
83,"[0.26, 0.452, 0.235, 0.33, 0.246, 0.465, 0.286, 0.356, 0.312, 0.297]"
84,"[0.256, 0.412, 0.276, 0.375, 0.404, 0.412, 0.29, 0.349, 0.315, 0.232]"
85,"[0.261, 0.468, 0.267, 0.298, 0.268, 0.488, 0.289, 0.366, 0.314, 0.286]"
86,"[0.267, 0.392, 0.244, 0.365, 0.341, 0.381, 0.294, 0.375, 0.314, 0.279]"
87,"[0.263, 0.407, 0.276, 0.295, 0.254, 0.471, 0.296, 0.351, 0.313, 0.275]"
88,"[0.258, 0.351, 0.277, 0.339, 0.386, 0.41, 0.291, 0.335, 0.313, 0.289]"
89,"[0.266, 0.48, 0.274, 0.327, 0.262, 0.445, 0.291, 0.363, 0.312, 0.288]"
90,"[0.262, 0.419, 0.249, 0.332, 0.392, 0.365, 0.294, 0.342, 0.314, 0.291]"
91,"[0.265, 0.452, 0.274, 0.291, 0.257, 0.465, 0.296, 0.371, 0.315, 0.282]"
92,"[0.267, 0.317, 0.256, 0.369, 0.378, 0.335, 0.294, 0.338, 0.315, 0.279]"
93,"[0.262, 0.427, 0.242, 0.323, 0.256, 0.471, 0.291, 0.34, 0.313, 0.29]"
94,"[0.259, 0.317, 0.26, 0.333, 0.414, 0.376, 0.294, 0.339, 0.311, 0.286]"
95,"[0.262, 0.332, 0.278, 0.296, 0.271, 0.472, 0.293, 0.368, 0.313, 0.281]"
96,"[0.267, 0.315, 0.267, 0.314, 0.366, 0.354, 0.292, 0.367, 0.312, 0.26]"
97,"[0.263, 0.3, 0.271, 0.274, 0.266, 0.412, 0.297, 0.347, 0.312, 0.284]"
98,"[0.261, 0.362, 0.268, 0.295, 0.427, 0.3, 0.29, 0.392, 0.312, 0.278]"
99,"[0.256, 0.341, 0.273, 0.302, 0.254, 0.436, 0.294, 0.402, 0.315, 0.284]"
